product_id,strategy_id,reference_strategy_id,annual_cost_usd,reference_annual_cost_usd,delivered_units_per_year,incremental_cost_usd_per_year,resilience_premium_usd_per_unit,break_even_price_usd_per_unit,committed_units_for_fixed_cost,take_or_pay_fraction_of_capacity,implied_utilization,capacity_units_per_year,notes,fixed_share_of_cost,min_contracted_utilization_at_break_even
norepinephrine_1mgml_4ml,S0,S0,12662903.023056991,12662903.023056991,887743.4720000001,0.0,0.0,14.264146594656108,798648.6009627975,0.8494597140548218,0.9442229222840424,940184.1991429095,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.8271085083390832,0.8494597140548218
norepinephrine_1mgml_4ml,S1,S0,12502549.948592212,12662903.023056991,878595.362,-160353.07446477935,-0.18251072268325877,14.230157008946529,800723.9380597218,0.8517876558284866,0.9346250914306286,940051.1178820761,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.8377166956907429,0.8517876558284866
norepinephrine_1mgml_4ml,S2,S0,26166670.91768595,12662903.023056991,938174.186,13503767.894628957,14.393668144082742,27.891058300431588,889874.227183477,0.9461085526200105,0.9974607580571107,940562.5017543636,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.9094079512071641,0.9461085526200105
norepinephrine_1mgml_4ml,S3,S0,18934067.596940633,12662903.023056991,917375.99,6271164.5738836415,6.835980712645032,20.639375570468804,854567.9980141158,0.9087233756063294,0.97551161320135,940404.9911711809,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.8796312033074107,0.9087233756063294
norepinephrine_1mgml_4ml,S4,S0,27982949.207237437,12662903.023056991,930763.252,15320046.184180446,16.45965947974539,30.06451871311894,886359.5041269966,0.9424549870818677,0.9896689374408203,940479.4035537336,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.9158669545096533,0.9424549870818677
norepinephrine_1mgml_4ml,S5,S0,44631831.61080395,12662903.023056991,929567.7339999999,31968928.587746955,34.39117712292169,48.013533579473346,887742.4792719388,0.9439082151638297,0.9883796722146567,940496.6129231723,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.9321317988933873,0.9439082151638297
norepinephrine_1mgml_4ml,S6,S0,46998534.31005934,12662903.023056991,929567.7339999999,34335631.28700235,36.937202132924234,50.55955858947589,889897.6927089208,0.9461997847530953,0.9883796722146567,940496.6129231723,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.9355494342965037,0.9461997847530953
norepinephrine_1mgml_4ml,S7,S0,17098146.432679832,12662903.023056991,895484.692,4435243.409622841,4.952896960993321,19.093733913521586,825472.252193295,0.8778359296964958,0.95228959549173,940349.1293398015,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.8662959172019645,0.8778359296964958
sodium_bicarbonate_8_4_50ml,S0,S0,12925988.471941767,12925988.471941767,895646.794,0.0,0.0,14.432015565213721,791534.3493229913,0.6325376698876327,0.7157368932929425,1251363.1788342402,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.8102741893494643,0.6325376698876327
sodium_bicarbonate_8_4_50ml,S1,S0,12765074.574998355,12925988.471941767,895259.102,-160913.89694341272,-0.17974002898594682,14.25852532130788,802050.3520066804,0.6410994019489905,0.7156035446472938,1251054.5939808819,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.8204883386389841,0.6410994019489905
sodium_bicarbonate_8_4_50ml,S2,S0,27196961.452087637,12925988.471941767,1247531.118,14270972.98014587,11.439372352510624,21.800627703530868,1155119.102758519,0.920272052879235,0.9938957984946374,1255193.0694238981,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.8749572495841542,0.920272052879235
sodium_bicarbonate_8_4_50ml,S3,S0,19965619.475437168,12925988.471941767,1213270.274,7039631.003495401,5.802195235762778,16.456036139097865,1091698.8208436167,0.8705692180634219,0.9675157044866654,1254005.767941229,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.8341838170506385,0.8705692180634219
sodium_bicarbonate_8_4_50ml,S4,S0,28968378.06773383,12925988.471941767,1223594.2519999999,16042389.595792064,13.110873616454407,23.674823594818452,1140327.4584339575,0.9086186513374297,0.9749660510352958,1255012.1624242107,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.884711543349302,0.9086186513374297
sodium_bicarbonate_8_4_50ml,S5,S0,45862090.9007319,12925988.471941767,1167391.96,32936102.42879013,28.21340522920008,39.28594034580459,1092338.7767126048,0.8701452217793467,0.9299317735425263,1255352.2669226383,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.9071271865326468,0.8701452217793467
sodium_bicarbonate_8_4_50ml,S6,S0,48228793.5999873,12925988.471941767,1167391.96,35302805.12804553,30.240747184900545,41.313282301505055,1096131.9957826312,0.87316685894843,0.9299317735425263,1255352.2669226383,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.9116846784770585,0.87316685894843
sodium_bicarbonate_8_4_50ml,S7,S0,17529451.187174417,12925988.471941767,959812.564,4603462.71523265,4.796210101738833,18.263410841509277,868059.4157833528,0.6938946589871546,0.7672387392830109,1250995.9610446033,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.8449810714661306,0.6938946589871546
