product_id,strategy_id,reference_strategy_id,annual_cost_usd,reference_annual_cost_usd,delivered_units_per_year,incremental_cost_usd_per_year,resilience_premium_usd_per_unit,break_even_price_usd_per_unit,committed_units_for_fixed_cost,take_or_pay_fraction_of_capacity,implied_utilization,capacity_units_per_year,notes,fixed_share_of_cost,min_contracted_utilization_at_break_even
norepinephrine_1mgml_4ml,S0,S0,12650751.38961461,12650751.38961461,887743.4720000001,0.0,0.0,14.250458368467292,799483.0818937605,0.8500964821245418,0.9439444306796613,940461.581367459,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.8279029844220345,0.8500964821245418
norepinephrine_1mgml_4ml,S1,S0,12488967.337460525,12650751.38961461,878595.362,-161784.05215408467,-0.18413943340857822,14.214697547493456,801671.4349925813,0.8524437831293143,0.9342395419515981,940439.0657289467,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.838627770226262,0.8524437831293143
norepinephrine_1mgml_4ml,S2,S0,26792579.96889196,12650751.38961461,938305.9460000001,14141828.57927735,15.071660410513212,28.554204610030208,892606.3761743453,0.9490727425879792,0.9976632716579324,940503.647528999,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.9129829153183628,0.9490727425879792
norepinephrine_1mgml_4ml,S3,S0,31930026.945837,12650751.38961461,917930.04,19279275.556222387,21.002990114826602,34.78481535023845,882771.9738426129,0.9386457547174655,0.9760291000439573,940474.0493481796,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.9299043933451178,0.9386457547174655
norepinephrine_1mgml_4ml,S4,S0,29426983.97528037,12650751.38961461,932484.858,16776232.58566576,17.990890084421896,31.55759980746022,891512.3530085377,0.9479436426298365,0.9915096409003102,940469.7841901823,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.9212208385495115,0.9479436426298365
norepinephrine_1mgml_4ml,S5,S0,47034589.2250044,12650751.38961461,929663.3439999999,34383837.835389785,36.985257144213904,50.593141623323376,903570.9448843331,0.9607349030638083,0.9884780245940179,940499.7590936086,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.9498411048285715,0.9607349030638083
norepinephrine_1mgml_4ml,S6,S0,49620765.974785775,12650751.38961461,929663.3439999999,36970014.58517116,39.76709937395484,53.37498385306432,904960.7957254447,0.9622126821144388,0.9884780245940179,940499.7590936086,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.9524553282477141,0.9622126821144388
norepinephrine_1mgml_4ml,S7,S0,17053670.52868803,12650751.38961461,895484.692,4402919.139073418,4.916800006083653,19.044067063390994,827763.4365557659,0.8801668804451154,0.9521753837346452,940461.9225585401,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.868555213461802,0.8801668804451154
sodium_bicarbonate_8_4_50ml,S0,S0,12902464.373495944,12902464.373495944,895646.794,0.0,0.0,14.40575063733879,793108.632615659,0.6317131166219919,0.7133850324693393,1255488.6256861496,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.8117515016865959,0.6317131166219919
sodium_bicarbonate_8_4_50ml,S1,S0,12739866.021054044,12902464.373495944,895259.102,-162598.35244189948,-0.1816215574671694,14.230367490923365,803783.5339593289,0.6404682850442627,0.7133575614615908,1254993.4988643185,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.8221118505747514,0.6404682850442627
sodium_bicarbonate_8_4_50ml,S2,S0,27838490.034779724,12902464.373495944,1248283.984,14936025.66128378,11.965246572677152,22.3014076857528,1159219.713356611,0.923896440169769,0.9948805354587267,1254707.4141162408,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.8786815570219164,0.923896440169769
sodium_bicarbonate_8_4_50ml,S3,S0,32943516.59713362,12902464.373495944,1211817.706,20041052.223637678,16.53800907876624,27.18520816623026,1142645.159762416,0.9112287247138177,0.966391966385788,1253960.8648984123,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.9012963825223587,0.9112287247138177
sodium_bicarbonate_8_4_50ml,S4,S0,30465623.94823536,12902464.373495944,1231636.592,17563159.574739415,14.26001767795757,24.735887311340424,1151804.9222061352,0.9183875427288932,0.9820410396366019,1254160.0017609848,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.889814398672804,0.9183875427288932
