product_id,strategy_id,reference_strategy_id,annual_cost_usd,reference_annual_cost_usd,delivered_units_per_year,incremental_cost_usd_per_year,resilience_premium_usd_per_unit,break_even_price_usd_per_unit,committed_units_for_fixed_cost,take_or_pay_fraction_of_capacity,implied_utilization,capacity_units_per_year,notes,fixed_share_of_cost,min_contracted_utilization_at_break_even
norepinephrine_1mgml_4ml,S0,S0,12697122.630484333,12697122.630484333,890594.8400000001,0.0,0.0,14.256901185823548,801252.525797367,0.8523227021819835,0.9473595104399055,940081.1731825579,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.8271116209670745,0.8523227021819835
norepinephrine_1mgml_4ml,S1,S0,12608980.087459307,12697122.630484333,880925.668,-88142.5430250261,-0.10005673148920677,14.313330335902197,803200.7005354877,0.854349534833645,0.937024126319926,940131.2551681594,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.8385131924898682,0.854349534833645
norepinephrine_1mgml_4ml,S10,S0,17602598.553627446,12697122.630484333,927040.458,4905475.923143113,5.29154459313049,18.987950743383248,853359.3315617499,0.907381650681303,0.9857271959385876,940463.5093965249,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.8647690098953058,0.907381650681303
norepinephrine_1mgml_4ml,S11,S0,15629153.811413743,12697122.630484333,939755.86,2932031.1809294093,3.119992442430111,16.631078854260874,821805.1161623966,0.8738405721113212,0.999259778500929,940452.0027913105,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.814019105554779,0.8738405721113212
norepinephrine_1mgml_4ml,S12,S0,22036078.670288466,12697122.630484333,927823.6960000001,9338956.039804133,10.065442475834473,23.750286574151545,867767.479970857,0.9226789139621615,0.9865354255985593,940486.9525461418,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.8899856467436523,0.9226789139621615
norepinephrine_1mgml_4ml,S13,S0,20191494.07686579,12697122.630484333,940448.6599999999,7494371.446381455,7.968932026955577,21.470065231275665,854847.709945729,0.9089786038354598,1.0,940448.6599999999,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.860291029617565,0.9089786038354598
norepinephrine_1mgml_4ml,S14,S0,23944155.433192242,12697122.630484333,936713.442,11247032.802707909,12.00690872834502,25.561878755650696,876436.1282778676,0.9319304836951217,0.996024448241389,940452.2586306889,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.8935563653638869,0.9319304836951217
norepinephrine_1mgml_4ml,S15,S0,12902255.935281305,12697122.630484333,932982.0160000001,205133.30479697138,0.21986844470641048,13.82905105780871,833879.1364567588,0.8867840759274408,0.992174475585268,940340.6749096713,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.819453295626023,0.8867840759274408
norepinephrine_1mgml_4ml,S16,S0,15969653.864098584,12697122.630484333,934067.776,3272531.233614251,3.5035265295505185,17.096889834360997,842197.8091407929,0.8955571498626507,0.9932477455700226,940417.7156867752,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.8409972937047437,0.8955571498626507
norepinephrine_1mgml_4ml,S17,S0,19330648.72544493,12697122.630484333,940448.6599999999,6633526.094960598,7.053575997397454,20.554709201717543,824949.4257938546,0.8771870925881852,1.0,940448.6599999999,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.8281100102234238,0.8771870925881852
norepinephrine_1mgml_4ml,S18,S0,23020882.581996374,12697122.630484333,939609.816,10323759.95151204,10.98728405739861,24.500470503807907,871669.6196621936,0.9268753191418466,0.999118391221803,940438.915203001,"no price supplied: the break-even price is used, so committed volume equals delivered volume by construction (protocol 5.2 keeps price and cost separate; a real price needs HA-11 or HA-24 evidence)",0.8841492358292727,0.9268753191418466
