product_id,strategy_id,mode,cost_per_unit,response_days,expected_shortage_days,shortage_days_avoided,incremental_annual_cost,cost_per_shortage_day_avoided,approx_fill_rate,interpretation,eligibility
norepinephrine_1mgml_4ml,S0,corrected,13.745459326489835,113.0,11.720400000000003,0.0,0.0,,0.9887612602739726,Regulatory eligibility unresolved,NO_CONCLUSION
norepinephrine_1mgml_4ml,S1,corrected,13.841908865209431,113.0,11.720400000000003,0.0,86804.58484763652,,0.9887612602739726,Regulatory eligibility unresolved,NO_CONCLUSION
norepinephrine_1mgml_4ml,S2,corrected,26.77783696130104,112.0,0.0,11.720400000000003,11729139.871330084,1000745.6973593121,1.0,Regulatory eligibility unresolved,NO_CONCLUSION
norepinephrine_1mgml_4ml,S3,corrected,27.39867029463437,112.0,0.0,11.720400000000003,12287889.871330084,1048418.9849604178,1.0,Regulatory eligibility unresolved,NO_CONCLUSION
norepinephrine_1mgml_4ml,S4,corrected,26.444503627967705,113.0,0.0,11.720400000000003,11429139.871330084,975149.3013318727,1.0,Regulatory eligibility unresolved,NO_CONCLUSION
norepinephrine_1mgml_4ml,S5,corrected,57.29763939333046,110.0,0.0,11.720400000000003,39196962.06015657,3344336.5465476057,1.0,Regulatory eligibility unresolved,NO_CONCLUSION
norepinephrine_1mgml_4ml,S6,corrected,60.077598458952785,105.2,0.0,11.720400000000003,41698925.21921666,3557807.3460988235,1.0,Regulatory eligibility unresolved,NO_CONCLUSION
norepinephrine_1mgml_4ml,S7,corrected,26.874400854079283,111.0,0.0,11.720400000000003,11816047.374830505,1008160.7602838215,1.0,Regulatory eligibility unresolved,NO_CONCLUSION
norepinephrine_1mgml_4ml,S8,corrected,25.749629552517245,112.0,0.0,11.720400000000003,10803753.203424668,921790.4852585803,1.0,Regulatory eligibility unresolved,NO_CONCLUSION
norepinephrine_1mgml_4ml,S9,corrected,29.654049672088288,112.0,0.0,11.720400000000003,14317731.311038608,1221607.7361727078,1.0,Regulatory eligibility unresolved,NO_CONCLUSION
norepinephrine_1mgml_4ml,S10,corrected,19.785512493114418,112.0,0.6755999999999998,11.044800000000004,5436047.849962125,492181.6465632807,0.9993521643835617,Regulatory eligibility unresolved,NO_CONCLUSION
norepinephrine_1mgml_4ml,S11,corrected,16.51298680593092,118.0,9.579979611163349,2.140420388836654,2490774.7314969767,1163684.8277504703,0.9908137181810762,Regulatory eligibility unresolved,NO_CONCLUSION
norepinephrine_1mgml_4ml,S12,corrected,25.10221053567852,112.0,0.30840000000000045,11.412000000000003,10221076.088269817,895642.8398413787,0.9997042739726028,Regulatory eligibility unresolved,NO_CONCLUSION
norepinephrine_1mgml_4ml,S13,corrected,22.143593319223072,112.0,2.711670802984436,9.008729197015567,7558320.5934599135,838999.6444741454,0.9973997677231656,Regulatory eligibility unresolved,NO_CONCLUSION
norepinephrine_1mgml_4ml,S14,corrected,27.512746312062948,112.0,0.0,11.720400000000003,12390558.287015801,1057178.7897184223,1.0,Regulatory eligibility unresolved,NO_CONCLUSION
norepinephrine_1mgml_4ml,S15,corrected,14.189461593889783,113.0,11.720400000000003,0.0,399602.0406599529,,0.9887612602739726,Regulatory eligibility unresolved,NO_CONCLUSION
norepinephrine_1mgml_4ml,S16,corrected,19.629226334043352,112.0,10.293348871120658,1.427051128879345,5295390.306798166,3710722.2016331013,0.9901296654660486,Regulatory eligibility unresolved,NO_CONCLUSION
norepinephrine_1mgml_4ml,S17,corrected,20.212523286465228,111.0,7.233271216727314,4.48712878327269,5820357.563977854,1297122.9142509196,0.9930639865045081,Regulatory eligibility unresolved,NO_CONCLUSION
norepinephrine_1mgml_4ml,S18,corrected,26.465357005548256,112.0,0.0,11.720400000000003,11447907.91115258,976750.6152650573,1.0,Regulatory eligibility unresolved,NO_CONCLUSION
norepinephrine_1mgml_4ml,S19,corrected,17.386506379951697,112.0,10.944818420807293,0.7755815791927105,3276942.348115677,4225142.056012456,0.9895049686375821,Regulatory eligibility unresolved,NO_CONCLUSION
sodium_bicarbonate_8_4_50ml,S0,corrected,13.47659772124588,115.0,17.45025,0.0,0.0,,0.9832668835616438,Regulatory eligibility unresolved,NO_CONCLUSION
sodium_bicarbonate_8_4_50ml,S1,corrected,13.577240718170678,115.0,17.45025,0.0,95069.58904109523,,0.9832668835616438,Regulatory eligibility unresolved,NO_CONCLUSION
sodium_bicarbonate_8_4_50ml,S2,corrected,20.967404139762472,114.0,1.4759999999999998,15.974250000000001,12430594.275076238,778164.5006855556,0.9985846575342465,Regulatory eligibility unresolved,NO_CONCLUSION
sodium_bicarbonate_8_4_50ml,S3,corrected,21.517404139762473,114.0,0.09899999999999964,17.35125,13090594.275076238,754446.7560018003,0.9999050684931506,Regulatory eligibility unresolved,NO_CONCLUSION
sodium_bicarbonate_8_4_50ml,S4,corrected,20.717404139762472,115.0,0.0,17.45025,12130594.275076238,695153.0364938175,1.0,Regulatory eligibility unresolved,NO_CONCLUSION
sodium_bicarbonate_8_4_50ml,S5,corrected,43.85442537949603,112.0,0.0,17.45025,39895019.76275651,2286214.797080644,1.0,Regulatory eligibility unresolved,NO_CONCLUSION
sodium_bicarbonate_8_4_50ml,S6,corrected,45.93939467871277,106.4,0.0,17.45025,42396982.9218166,2429591.720566559,1.0,Regulatory eligibility unresolved,NO_CONCLUSION
sodium_bicarbonate_8_4_50ml,S7,corrected,21.084790890769135,113.0,2.164500000000004,15.285749999999997,12571458.376284236,822429.9348271586,0.9979244520547945,Regulatory eligibility unresolved,NO_CONCLUSION
sodium_bicarbonate_8_4_50ml,S8,corrected,20.196248583174626,114.0,4.7219999999999995,12.728250000000001,11505207.607170822,903911.1902398854,0.9954720547945205,Regulatory eligibility unresolved,NO_CONCLUSION
sodium_bicarbonate_8_4_50ml,S9,corrected,23.124563672852908,114.0,1.9679999999999995,15.48225,15019185.714784762,970090.633776406,0.9981128767123287,Regulatory eligibility unresolved,NO_CONCLUSION
sodium_bicarbonate_8_4_50ml,S10,corrected,15.723160788622502,114.0,11.845750000000002,5.604499999999998,6137502.253708275,1095102.5521827599,0.9886410616438356,Regulatory eligibility unresolved,NO_CONCLUSION
sodium_bicarbonate_8_4_50ml,S11,corrected,14.559553716599753,120.0,16.465825153395073,0.9844248466049272,2768236.2674312666,2812034.130363864,0.9842108525926349,Regulatory eligibility unresolved,NO_CONCLUSION
sodium_bicarbonate_8_4_50ml,S12,corrected,19.71068432054558,114.0,9.559249999999999,7.891000000000002,10922530.49201597,1384175.7054892876,0.990833595890411,Regulatory eligibility unresolved,NO_CONCLUSION
sodium_bicarbonate_8_4_50ml,S13,corrected,17.486033745358036,114.0,13.641056976895968,3.809193023104033,8252949.801790917,2166587.450867942,0.9869195344057162,Regulatory eligibility unresolved,NO_CONCLUSION
sodium_bicarbonate_8_4_50ml,S14,corrected,21.5185861528339,114.0,4.7219999999999995,12.728250000000001,13092012.690761955,1028579.1598029544,0.9954720547945205,Regulatory eligibility unresolved,NO_CONCLUSION
sodium_bicarbonate_8_4_50ml,S15,corrected,13.908375770934976,115.0,17.45025,0.0,407867.0448534116,,0.9832668835616438,Regulatory eligibility unresolved,NO_CONCLUSION
sodium_bicarbonate_8_4_50ml,S16,corrected,17.695512805660265,114.0,16.813970088332074,0.636279911667927,5399386.20702084,8485866.217066377,0.9838770149837912,Regulatory eligibility unresolved,NO_CONCLUSION
sodium_bicarbonate_8_4_50ml,S17,corrected,16.191716693742297,113.0,14.992470303290528,2.4577796967094727,6446559.949407468,2622920.173861904,0.985623658613283,Regulatory eligibility unresolved,NO_CONCLUSION
sodium_bicarbonate_8_4_50ml,S18,corrected,20.733044172947885,114.0,5.181,12.26925,12149362.314898735,990228.6052447163,0.9950319178082192,Regulatory eligibility unresolved,NO_CONCLUSION
