product_id,strategy_id,take_or_pay_fraction,mean_fill,p_meet,mean_annual_cost_usd,mean_cost_per_unit_usd,n_runs,note
norepinephrine_1mgml_4ml,S11,0.0,0.9990224280983353,1.0,14790406.501818936,15.701978447682333,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
norepinephrine_1mgml_4ml,S11,0.25,0.9990224280983353,1.0,14976706.501818877,15.899765861198986,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
norepinephrine_1mgml_4ml,S11,0.5,0.9990224280983353,1.0,15163006.50181884,16.097553274715672,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
norepinephrine_1mgml_4ml,S11,0.75,0.9990224280983353,1.0,15349306.501818871,16.29534068823242,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
norepinephrine_1mgml_4ml,S11,1.0,0.9990224280983353,1.0,15535606.50181882,16.49312810174909,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
norepinephrine_1mgml_4ml,S13,0.0,0.997339861537022,0.9,18656728.36385418,19.840442510680898,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
norepinephrine_1mgml_4ml,S13,0.25,0.997339861537022,0.9,18774097.363854162,19.965260927533066,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
norepinephrine_1mgml_4ml,S13,0.5,0.997339861537022,0.9,18891466.363854147,20.090079344385224,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
norepinephrine_1mgml_4ml,S13,0.75,0.997339861537022,0.9,19008835.363854162,20.21489776123744,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
norepinephrine_1mgml_4ml,S13,1.0,0.997339861537022,0.9,19126204.36385419,20.33971617808965,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
norepinephrine_1mgml_4ml,S16,0.0,0.99873965633046,0.95,15482218.236996511,16.44373963947536,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
norepinephrine_1mgml_4ml,S16,0.25,0.99873965633046,0.95,15744653.800665975,16.722479952190564,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
norepinephrine_1mgml_4ml,S16,0.5,0.99873965633046,0.95,16007089.364335498,17.00122026490584,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
norepinephrine_1mgml_4ml,S16,0.75,0.99873965633046,0.95,16269524.928005114,17.279960577621214,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
norepinephrine_1mgml_4ml,S16,1.0,0.99873965633046,0.95,16531960.491674641,17.55870089033649,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
norepinephrine_1mgml_4ml,S17,0.0,0.9970564684872834,1.0,18167667.5797129,19.329534707370314,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
norepinephrine_1mgml_4ml,S17,0.25,0.9970564684872834,1.0,18726567.579712827,19.924189921300385,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
norepinephrine_1mgml_4ml,S17,0.5,0.9970564684872834,1.0,19285467.57971275,20.518845135230457,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
norepinephrine_1mgml_4ml,S17,0.75,0.9970564684872834,1.0,19844367.57971273,21.113500349160596,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
norepinephrine_1mgml_4ml,S17,1.0,0.9970564684872834,1.0,20403267.57971192,21.708155563089896,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
norepinephrine_1mgml_4ml,S19,0.0,0.9971727186713097,0.95,15897370.611151192,16.912137440539023,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
norepinephrine_1mgml_4ml,S19,0.25,0.9971727186713097,0.95,16288600.611151192,17.328356650119023,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
norepinephrine_1mgml_4ml,S19,0.5,0.9971727186713097,0.95,16679830.61115102,17.744575859698838,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
norepinephrine_1mgml_4ml,S19,0.75,0.9971727186713097,0.95,17071060.611151334,18.16079506927918,20,"labelled contract scenario, not an optimization target: take_or_pay_fraction has no service channel (MD-24)"
